timestamp,job_id,job_type,machine_id,duration,cpu_usage,ram_usage,hour_of_day,concurrent_load,base_duration,priority
1700030300,J027_ML_INFER,ML_INFER,CHEAP,162.83,41.7,23.1,4,19,60,low
1700030600,J006_AUTH,AUTH,GPU,3.85,50.6,18.3,19,1,10,high
1700030900,J008_AGGREGATE,AGGREGATE,CPU_OPT,11.69,57.8,12.6,11,8,12,high
1700031200,J018_ML_INFER,ML_INFER,MEM_OPT,35.52,58.0,58.7,14,6,60,medium
1700031500,J016_ML_INFER,ML_INFER,GPU,20.0,99.0,47.0,9,8,60,high
1700031800,J020_AGGREGATE,AGGREGATE,GPU,3.47,69.4,20.5,2,2,12,high
1700032100,J010_TRANSFORM,TRANSFORM,CPU_OPT,13.66,53.3,20.6,16,10,15,high
1700032400,J014_ML_INFER,ML_INFER,CHEAP,144.22,62.2,28.0,6,14,60,high
1700032700,J014_ML_INFER,ML_INFER,CPU_OPT,65.95,88.7,30.4,8,12,60,high
1700033000,J004_AGGREGATE,AGGREGATE,CHEAP,22.01,35.1,10.3,17,2,12,critical
1700033300,J018_ML_INFER,ML_INFER,MEM_OPT,54.01,68.5,96.2,1,5,60,medium
1700033600,J019_AUTH,AUTH,MEM_OPT,7.33,28.9,22.9,17,6,10,medium
1700033900,J003_AUTH,AUTH,MEM_OPT,8.87,38.3,32.2,20,9,10,medium
1700034200,J000_NOTIFY,NOTIFY,MEM_OPT,3.66,14.4,11.8,4,10,5,high
1700034500,J021_TRANSFORM,TRANSFORM,CHEAP,27.48,38.2,12.5,14,11,15,critical
1700034800,J005_TRANSFORM,TRANSFORM,MEM_OPT,10.59,53.4,36.0,19,1,15,critical
1700035100,J021_TRANSFORM,TRANSFORM,GPU,4.19,78.8,23.7,3,6,15,critical
1700035400,J013_DB_READ,DB_READ,GPU,6.17,65.2,25.8,19,1,20,medium
1700035700,J000_NOTIFY,NOTIFY,CPU_OPT,4.3,17.5,4.2,23,14,5,high
1700036000,J005_TRANSFORM,TRANSFORM,CPU_OPT,16.99,70.0,13.9,23,2,15,critical
1700036300,J013_DB_READ,DB_READ,GPU,5.89,67.8,27.5,9,2,20,medium
1700036600,J012_AUTH,AUTH,GPU,3.44,56.3,16.7,13,2,10,medium
1700036900,J007_AGGREGATE,AGGREGATE,CHEAP,28.94,28.2,9.1,5,3,12,medium
1700037200,J016_ML_INFER,ML_INFER,GPU,17.41,99.0,48.3,4,4,60,high
1700037500,J003_AUTH,AUTH,CPU_OPT,10.58,31.0,13.8,20,16,10,medium
1700037800,J014_ML_INFER,ML_INFER,CHEAP,196.73,54.0,29.4,10,5,60,high
1700038100,J014_ML_INFER,ML_INFER,GPU,19.01,93.1,38.0,14,8,60,high
1700038400,J001_NOTIFY,NOTIFY,GPU,1.79,22.4,7.7,12,8,5,high
1700038700,J018_ML_INFER,ML_INFER,GPU,16.75,98.0,38.3,1,8,60,medium
1700039000,J003_AUTH,AUTH,MEM_OPT,6.55,31.7,35.4,16,9,10,medium
1700039300,J019_AUTH,AUTH,CPU_OPT,11.01,46.4,10.1,20,11,10,medium
1700039600,J002_DB_READ,DB_READ,MEM_OPT,13.85,48.5,53.4,4,6,20,high
1700039900,J002_DB_READ,DB_READ,CPU_OPT,24.7,45.0,23.5,2,10,20,high
1700040200,J017_TRANSFORM,TRANSFORM,CHEAP,43.66,41.0,13.3,16,3,15,critical
1700040500,J020_AGGREGATE,AGGREGATE,CHEAP,36.94,25.4,10.6,6,8,12,high
1700040800,J004_AGGREGATE,AGGREGATE,CPU_OPT,12.02,60.6,14.9,1,11,12,critical
1700041100,J028_DB_READ,DB_READ,CPU_OPT,22.88,53.8,22.9,23,15,20,low
1700041400,J001_NOTIFY,NOTIFY,CHEAP,12.89,13.8,4.9,7,18,5,high
1700041700,J007_AGGREGATE,AGGREGATE,MEM_OPT,8.49,45.3,35.6,14,8,12,medium
1700042000,J024_ML_INFER,ML_INFER,MEM_OPT,39.72,63.4,78.8,8,1,60,medium
1700042300,J020_AGGREGATE,AGGREGATE,CHEAP,39.4,34.6,8.4,5,9,12,high
1700042600,J014_ML_INFER,ML_INFER,CPU_OPT,77.01,95.4,42.7,13,2,60,high
1700042900,J012_AUTH,AUTH,MEM_OPT,5.24,41.3,31.9,20,6,10,medium
1700043200,J025_NOTIFY,NOTIFY,CPU_OPT,4.97,16.3,6.5,14,1,5,critical
1700043500,J028_DB_READ,DB_READ,GPU,6.27,75.8,24.3,9,4,20,low
1700043800,J009_NOTIFY,NOTIFY,GPU,1.31,23.3,8.8,19,1,5,medium
1700044100,J020_AGGREGATE,AGGREGATE,CPU_OPT,12.26,49.3,11.0,21,3,12,high
1700044400,J016_ML_INFER,ML_INFER,MEM_OPT,45.5,74.0,73.5,15,1,60,high
1700044700,J020_AGGREGATE,AGGREGATE,CHEAP,39.65,26.7,9.8,20,4,12,high
1700045000,J024_ML_INFER,ML_INFER,MEM_OPT,40.72,79.1,79.8,22,8,60,medium
1700045300,J020_AGGREGATE,AGGREGATE,CPU_OPT,13.2,41.8,12.1,6,2,12,high
1700045600,J010_TRANSFORM,TRANSFORM,MEM_OPT,9.64,58.0,33.9,11,1,15,high
1700045900,J027_ML_INFER,ML_INFER,MEM_OPT,38.36,74.5,89.6,10,3,60,low
1700046200,J015_DB_READ,DB_READ,CHEAP,40.19,33.9,13.9,5,18,20,low
1700046500,J009_NOTIFY,NOTIFY,MEM_OPT,3.08,16.7,10.7,14,6,5,medium
1700046800,J014_ML_INFER,ML_INFER,GPU,19.14,99.0,49.4,1,2,60,high
1700047100,J021_TRANSFORM,TRANSFORM,CHEAP,44.19,32.7,12.9,14,2,15,critical
1700047400,J004_AGGREGATE,AGGREGATE,GPU,4.06,58.5,15.1,14,6,12,critical
1700047700,J011_AGGREGATE,AGGREGATE,CHEAP,31.69,32.2,9.1,3,1,12,high
1700048000,J023_AGGREGATE,AGGREGATE,CPU_OPT,11.01,44.2,13.9,19,10,12,low
1700048300,J022_ML_INFER,ML_INFER,CHEAP,119.81,54.4,26.4,21,11,60,low
1700048600,J021_TRANSFORM,TRANSFORM,MEM_OPT,10.43,41.9,39.9,22,11,15,critical
1700048900,J005_TRANSFORM,TRANSFORM,MEM_OPT,9.08,49.6,29.3,17,10,15,critical
1700049200,J011_AGGREGATE,AGGREGATE,CHEAP,27.45,28.0,12.2,23,16,12,high
1700049500,J016_ML_INFER,ML_INFER,CHEAP,200.62,60.8,21.6,21,17,60,high
1700049800,J011_AGGREGATE,AGGREGATE,CPU_OPT,11.78,62.6,14.0,1,4,12,high
1700050100,J016_ML_INFER,ML_INFER,CPU_OPT,50.91,98.9,36.8,9,3,60,high
1700050400,J008_AGGREGATE,AGGREGATE,CPU_OPT,11.69,51.2,13.0,5,5,12,high
1700050700,J005_TRANSFORM,TRANSFORM,MEM_OPT,9.41,39.8,43.2,18,5,15,critical
1700051000,J020_AGGREGATE,AGGREGATE,CPU_OPT,13.27,51.7,13.2,9,16,12,high
1700051300,J007_AGGREGATE,AGGREGATE,CHEAP,28.12,27.2,8.0,19,5,12,medium
1700051600,J010_TRANSFORM,TRANSFORM,MEM_OPT,9.65,48.8,43.1,10,4,15,high
1700051900,J014_ML_INFER,ML_INFER,GPU,15.58,94.4,41.5,7,3,60,high
1700052200,J026_NOTIFY,NOTIFY,MEM_OPT,3.45,20.0,11.8,9,8,5,high
1700052500,J000_NOTIFY,NOTIFY,GPU,1.52,26.4,6.5,15,8,5,high
1700052800,J009_NOTIFY,NOTIFY,GPU,1.87,30.5,7.4,12,1,5,medium
1700053100,J018_ML_INFER,ML_INFER,CPU_OPT,57.68,87.9,37.1,19,4,60,medium
1700053400,J004_AGGREGATE,AGGREGATE,GPU,4.27,81.7,15.3,16,7,12,critical
1700053700,J016_ML_INFER,ML_INFER,GPU,15.74,97.3,43.6,16,3,60,high
1700054000,J010_TRANSFORM,TRANSFORM,MEM_OPT,8.82,49.3,45.5,17,8,15,high
1700054300,J022_ML_INFER,ML_INFER,MEM_OPT,35.4,62.8,68.5,23,12,60,low
1700054600,J020_AGGREGATE,AGGREGATE,GPU,4.58,68.8,16.6,1,8,12,high
1700054900,J005_TRANSFORM,TRANSFORM,CHEAP,41.14,31.5,8.8,10,14,15,critical
1700055200,J004_AGGREGATE,AGGREGATE,CHEAP,38.5,33.9,11.5,1,5,12,critical
1700055500,J016_ML_INFER,ML_INFER,CPU_OPT,59.24,99.0,33.0,17,11,60,high
1700055800,J017_TRANSFORM,TRANSFORM,MEM_OPT,12.84,46.6,39.5,7,5,15,critical
1700056100,J017_TRANSFORM,TRANSFORM,MEM_OPT,8.96,46.4,39.8,10,8,15,critical
1700056400,J011_AGGREGATE,AGGREGATE,MEM_OPT,9.47,38.9,30.3,4,5,12,high
1700056700,J001_NOTIFY,NOTIFY,MEM_OPT,4.36,16.2,12.3,17,5,5,high
1700057000,J029_TRANSFORM,TRANSFORM,MEM_OPT,8.51,52.4,39.6,20,4,15,high
1700057300,J001_NOTIFY,NOTIFY,GPU,1.67,23.4,6.7,5,7,5,high
1700057600,J020_AGGREGATE,AGGREGATE,CHEAP,28.15,29.8,12.7,2,19,12,high
1700057900,J007_AGGREGATE,AGGREGATE,GPU,3.56,76.5,23.3,12,8,12,medium
1700058200,J005_TRANSFORM,TRANSFORM,MEM_OPT,9.92,51.7,35.5,20,9,15,critical
1700058500,J016_ML_INFER,ML_INFER,CHEAP,154.58,56.2,22.4,23,15,60,high
1700058800,J020_AGGREGATE,AGGREGATE,MEM_OPT,8.35,38.6,27.2,19,11,12,high
1700059100,J028_DB_READ,DB_READ,CHEAP,60.45,28.9,11.8,10,8,20,low
1700059400,J000_NOTIFY,NOTIFY,MEM_OPT,3.21,16.3,12.6,8,11,5,high
1700059700,J011_AGGREGATE,AGGREGATE,CPU_OPT,10.24,46.2,15.6,22,10,12,high
1700060000,J022_ML_INFER,ML_INFER,GPU,16.86,99.0,41.7,14,6,60,low
1700060300,J013_DB_READ,DB_READ,CHEAP,61.55,37.5,16.6,2,17,20,medium
1700060600,J014_ML_INFER,ML_INFER,MEM_OPT,38.38,73.1,72.1,4,3,60,high
1700060900,J010_TRANSFORM,TRANSFORM,CHEAP,27.9,34.0,13.7,14,5,15,high
1700061200,J016_ML_INFER,ML_INFER,CHEAP,172.21,53.6,22.8,0,7,60,high
1700061500,J018_ML_INFER,ML_INFER,GPU,19.38,99.0,32.6,15,1,60,medium
1700061800,J009_NOTIFY,NOTIFY,CHEAP,12.75,13.2,3.9,12,15,5,medium
1700062100,J027_ML_INFER,ML_INFER,CHEAP,150.56,59.4,23.3,5,18,60,low
1700062400,J012_AUTH,AUTH,CPU_OPT,8.65,34.8,12.1,17,14,10,medium
1700062700,J017_TRANSFORM,TRANSFORM,CHEAP,38.02,40.2,12.6,3,2,15,critical
1700063000,J025_NOTIFY,NOTIFY,CHEAP,11.74,10.7,4.5,14,20,5,critical
1700063300,J021_TRANSFORM,TRANSFORM,GPU,4.34,84.1,23.7,4,5,15,critical
1700063600,J007_AGGREGATE,AGGREGATE,MEM_OPT,7.8,48.6,40.6,16,4,12,medium
1700063900,J013_DB_READ,DB_READ,MEM_OPT,14.77,38.7,52.4,17,8,20,medium
1700064200,J001_NOTIFY,NOTIFY,MEM_OPT,3.74,15.9,11.6,12,3,5,high
1700064500,J024_ML_INFER,ML_INFER,CHEAP,119.66,50.2,21.2,13,14,60,medium
1700064800,J017_TRANSFORM,TRANSFORM,CPU_OPT,12.12,56.0,15.4,17,7,15,critical
1700065100,J001_NOTIFY,NOTIFY,MEM_OPT,2.81,18.3,12.0,21,9,5,high
1700065400,J006_AUTH,AUTH,CHEAP,27.59,23.0,7.5,23,4,10,high
1700065700,J023_AGGREGATE,AGGREGATE,CHEAP,33.0,27.9,9.7,9,13,12,low
1700066000,J014_ML_INFER,ML_INFER,MEM_OPT,39.97,78.5,90.1,10,4,60,high
1700066300,J011_AGGREGATE,AGGREGATE,MEM_OPT,7.08,36.6,35.5,18,12,12,high
1700066600,J013_DB_READ,DB_READ,MEM_OPT,14.73,42.5,49.7,21,6,20,medium
1700066900,J008_AGGREGATE,AGGREGATE,CHEAP,29.95,34.5,8.7,23,18,12,high
1700067200,J015_DB_READ,DB_READ,CPU_OPT,18.59,45.2,24.6,21,2,20,low
1700067500,J024_ML_INFER,ML_INFER,GPU,19.6,79.6,41.0,11,1,60,medium
1700067800,J019_AUTH,AUTH,CHEAP,25.8,17.5,9.9,17,10,10,medium
1700068100,J000_NOTIFY,NOTIFY,CHEAP,11.51,11.2,3.2,16,9,5,high
1700068400,J026_NOTIFY,NOTIFY,MEM_OPT,3.2,16.1,15.0,7,5,5,high
1700068700,J021_TRANSFORM,TRANSFORM,GPU,3.97,85.7,23.2,1,1,15,critical
1700069000,J022_ML_INFER,ML_INFER,CPU_OPT,49.82,99.0,41.2,16,2,60,low
1700069300,J007_AGGREGATE,AGGREGATE,CPU_OPT,12.39,60.7,15.2,8,2,12,medium
1700069600,J005_TRANSFORM,TRANSFORM,MEM_OPT,10.49,51.0,41.8,9,3,15,critical
1700069900,J018_ML_INFER,ML_INFER,CPU_OPT,63.85,91.8,38.1,22,3,60,medium
1700070200,J016_ML_INFER,ML_INFER,MEM_OPT,34.68,78.8,96.9,12,6,60,high
1700070500,J000_NOTIFY,NOTIFY,MEM_OPT,3.99,15.0,10.6,18,11,5,high
1700070800,J012_AUTH,AUTH,GPU,2.7,48.7,14.7,20,3,10,medium
1700071100,J023_AGGREGATE,AGGREGATE,CHEAP,26.61,26.1,8.2,4,3,12,low
1700071400,J005_TRANSFORM,TRANSFORM,CHEAP,29.97,34.3,9.9,19,11,15,critical
1700071700,J027_ML_INFER,ML_INFER,CHEAP,144.22,54.4,30.3,7,19,60,low
1700072000,J016_ML_INFER,ML_INFER,CPU_OPT,58.32,72.2,27.7,8,14,60,high
1700072300,J009_NOTIFY,NOTIFY,CHEAP,15.25,11.7,4.6,14,4,5,medium
1700072600,J004_AGGREGATE,AGGREGATE,MEM_OPT,6.95,44.9,33.4,13,11,12,critical
1700072900,J019_AUTH,AUTH,CPU_OPT,9.55,35.5,12.6,10,10,10,medium
1700073200,J023_AGGREGATE,AGGREGATE,CHEAP,31.68,35.3,9.2,18,7,12,low
1700073500,J018_ML_INFER,ML_INFER,CPU_OPT,63.76,98.5,35.7,9,3,60,medium
1700073800,J026_NOTIFY,NOTIFY,CHEAP,12.02,9.6,3.7,12,3,5,high
1700074100,J014_ML_INFER,ML_INFER,CHEAP,183.11,52.6,21.2,11,18,60,high
1700074400,J019_AUTH,AUTH,GPU,2.32,55.6,17.1,20,7,10,medium
1700074700,J024_ML_INFER,ML_INFER,MEM_OPT,43.87,71.3,69.8,18,12,60,medium
1700075000,J018_ML_INFER,ML_INFER,CPU_OPT,62.85,88.0,33.2,0,16,60,medium
1700075300,J003_AUTH,AUTH,MEM_OPT,8.34,30.0,24.6,14,4,10,medium
1700075600,J016_ML_INFER,ML_INFER,CHEAP,143.69,41.1,20.5,22,4,60,high
1700075900,J000_NOTIFY,NOTIFY,MEM_OPT,4.55,14.9,10.4,5,6,5,high
1700076200,J017_TRANSFORM,TRANSFORM,CHEAP,37.67,36.0,11.5,0,20,15,critical
1700076500,J028_DB_READ,DB_READ,CPU_OPT,17.66,49.4,20.4,2,4,20,low
1700076800,J025_NOTIFY,NOTIFY,CPU_OPT,5.29,18.7,6.2,10,13,5,critical
1700077100,J019_AUTH,AUTH,CHEAP,27.65,26.2,10.4,9,20,10,medium
1700077400,J018_ML_INFER,ML_INFER,GPU,16.14,94.0,35.0,12,7,60,medium
1700077700,J019_AUTH,AUTH,CPU_OPT,10.65,46.0,14.8,5,6,10,medium
1700078000,J015_DB_READ,DB_READ,MEM_OPT,10.29,40.0,38.2,4,4,20,low
1700078300,J026_NOTIFY,NOTIFY,CHEAP,15.78,11.6,4.5,15,6,5,high
1700078600,J002_DB_READ,DB_READ,GPU,5.88,66.6,27.3,18,8,20,high
1700078900,J017_TRANSFORM,TRANSFORM,GPU,5.73,81.4,24.0,23,8,15,critical
1700079200,J017_TRANSFORM,TRANSFORM,CPU_OPT,19.58,50.7,21.5,14,9,15,critical
1700079500,J011_AGGREGATE,AGGREGATE,GPU,3.2,86.5,19.7,11,7,12,high
1700079800,J005_TRANSFORM,TRANSFORM,CPU_OPT,17.2,64.6,18.5,5,11,15,critical
1700080100,J022_ML_INFER,ML_INFER,MEM_OPT,48.93,73.5,69.0,13,1,60,low
1700080400,J008_AGGREGATE,AGGREGATE,CPU_OPT,12.03,41.6,14.8,12,16,12,high
1700080700,J004_AGGREGATE,AGGREGATE,MEM_OPT,10.09,43.2,28.2,23,5,12,critical
1700081000,J022_ML_INFER,ML_INFER,MEM_OPT,49.34,81.8,65.4,14,11,60,low
1700081300,J021_TRANSFORM,TRANSFORM,MEM_OPT,14.33,57.4,37.5,10,5,15,critical
1700081600,J010_TRANSFORM,TRANSFORM,CPU_OPT,16.94,49.0,13.7,14,1,15,high
1700081900,J003_AUTH,AUTH,CPU_OPT,8.75,38.7,11.8,20,10,10,medium
1700082200,J005_TRANSFORM,TRANSFORM,MEM_OPT,10.13,49.5,28.9,20,5,15,critical
1700082500,J023_AGGREGATE,AGGREGATE,CPU_OPT,10.53,38.2,13.4,16,15,12,low
1700082800,J000_NOTIFY,NOTIFY,GPU,1.57,25.4,6.5,12,2,5,high
1700083100,J023_AGGREGATE,AGGREGATE,GPU,3.08,76.6,19.9,20,3,12,low
1700083400,J002_DB_READ,DB_READ,GPU,5.55,78.9,30.6,19,8,20,high
1700083700,J027_ML_INFER,ML_INFER,CPU_OPT,55.99,79.0,41.8,10,5,60,low
1700084000,J007_AGGREGATE,AGGREGATE,MEM_OPT,9.85,34.7,38.4,0,11,12,medium
1700084300,J028_DB_READ,DB_READ,MEM_OPT,12.46,47.5,50.1,7,8,20,low
